,empty_slots,free_bikes,id,latitude,longitude,name
27,14,14,fef69fb400210d861107a61db954d037,49.279821,-123.10802,Keefer & Abbott
28,6,10,9d3123425823420514b8ad410074f02d,49.278004,-123.105664,Expo & Carrall
29,5,9,f1ca711137cde59e824167a4274df888,49.279342,-123.101822,Keefer & Columbia
30,4,22,4f6ebf2026d540ffe40e29a80138ad5e,49.273833,-123.114373,Marinaside & Cooperage
31,26,0,be14efdc86dedd6a8cd338e78ab4e7c7,49.28526,-123.141809,Bidwell & Burnaby
32,5,20,6ddeafa873279951630a00191333c45d,49.281506,-123.120101,Robson & Granville
33,7,7,c7b5bec0b2f4ab9a2d3f9d837725620c,49.276115,-123.114496,Expo & Smithe
34,5,17,b9fd847d53fe45658fee4c46e7f562b8,49.272827,-123.147744,Cypress & Cornwall
35,24,4,c2be5403b1c101e8032cf6696457200e,49.269361,-123.13782,Anderson & 2nd
36,6,8,71c064fa93cab5f0b7306e6c923b77c4,49.2653,-123.13811,7th & Granville
37,10,4,96bf713e60bc35cc2feb5fd53a4f3471,49.262598,-123.138921,10th & Granville
38,13,1,8dc684732a2a25bdf63ec0ecccee4e6e,49.25894,-123.139272,14th & Granville
39,14,0,686c0fdb962e26e274d81fc286c010dd,49.258763,-123.115392,14th & Cambie
40,1,18,0cf6cd1809fa7f510812f5b052f578c4,49.266724,-123.104824,Ontario & 5th
41,14,3,93c88a18c673e2c72a6afa93d6b89f18,49.262141,-123.101961,10th & Main
42,3,15,8fb5ce1e34ad31de940481953aea452c,49.268269,-123.147885,Cypress & 4th
43,8,20,aa704bfba40286bd0661b64d1f75e778,49.275717,-123.142564,Vanier Park
44,7,13,8c9ea7f2132376859ef34fab981d6932,49.276436,-123.11877,Nelson & Mainland
45,7,11,1d4153659a0a0a2089078c739df6737d,49.277844,-123.120942,Nelson & Richards
46,1,17,fbb4c06b719596c21f91fd51ef6d4710,49.265089,-123.119425,7th & Heather
47,15,5,72c1049dfbbde7c24ec45c14f1a5ee85,49.28026,-123.135244,Harwood & Bute
48,12,6,00fa94ad698dc4a9e4d708d6fd32f294,49.291909,-123.140713,Chilco & Barclay
49,12,4,efa947b901a2cf85b58320b3ad26a2fe,49.293257,-123.138563,Chilco & Robson
50,2,16,66a53e9c32e4f5c724f9478240020142,49.288011,-123.132006,Nicola & Robson
51,1,17,97b25faf822b93fdbf72da1d594c0288,49.28117,-123.104419,Carrall & Hastings
52,20,8,6c7fb9043e6df5a4cc50404581a947b9,49.283227,-123.120523,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery
53,15,1,30bf49544b1c864688b78172d42cca5e,49.299292,-123.130281,Stanley Park - Vancouver Aquarium
54,12,3,9f63cebac9073eac3e90be2b9a91b02b,49.29534,-123.150433,Stanley Park - Second Beach North
55,3,13,9aa325529164ec68b4d96c4f1c4fc7c1,49.294318,-123.148808,Stanley Park - Second Beach South
56,17,2,e3d32ad772a5898c3b96c4d23d2cd542,49.298657,-123.121176,Stanley Park - Totem Poles
57,15,1,625a2ad202275c8e2be3ce868e85b105,49.259183,-123.120126,Heather & 14th
58,14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario
59,14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut
60,8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus
61,4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus
62,19,5,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak
63,25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th
64,7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th
65,11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th
66,7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow
67,3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell
68,7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th
69,10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario
70,7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main
71,15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park
72,3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour
73,8,9,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken
74,4,12,b9baf685b7053de899bf3467f61c2781,49.267859,-123.145782,Burrard & 4th
75,12,4,8d6f0cbf7d44d2908c8ce73ed00dbf66,49.265336,-123.145823,Burrard & 7th
76,5,9,988f8f74c4a12d1a30ddf2f7cd6318f8,49.267628,-123.127698,South False Creek Seawall
77,10,6,2f09a64507cf6257c67ca20af27339eb,49.275938,-123.145939,Chestnut & McNicoll
78,1,17,73f388336d879bedc962cd412eb0296e,49.2756,-123.102661,Creekside Park North
79,4,15,cb6fddfdac7d350d25be475c7ab9e05a,49.284157,-123.099917,Alexander & Main
80,12,8,cadc004f0903ef45e898032143c0832f,49.258924,-123.152591,Arbutus Greenway & 14th
81,3,13,57e928d8c30fab0ebffb3ede850f89d6,49.266774,-123.141135,Arbutus Greenway & Fir
82,23,12,6526a2eb3832f9ba0224d237e901ea5b,49.273355,-123.154493,Kitsilano Beach Park
83,17,13,e44c2235dd603dbee54fe08f7543e85a,49.276144,-123.151272,Arbutus & McNicoll
84,14,4,3596b4831ee2ea7812de753b32306835,49.268339,-123.157443,Vine & 4th
85,4,10,c448b73d92f7f8e1daafb3b9c5fbe6a6,49.284062,-123.095097,Alexander & Dunlevy
86,10,4,5fc29e0ac42c11abb45bf12aaeb925bd,49.261742,-123.13148,Alder & 11th
87,8,6,61901a235d4cfceb7f8f2c3888b98617,49.262206,-123.109091,10th & Columbia
88,6,22,175a074bf65455d1633639511dc129c8,49.27023,-123.10651,1st & Manitoba
89,5,14,35eb539fb9298bb7e4f6759ca0256505,49.262062,-123.104656,10th & Ontario
90,2,16,7b8dfa12900bcb02b47a14e4e5010ba3,49.27033,-123.10275,Quebec & 1st
91,9,5,b30ed0719dd281867a4d39779c78b58a,49.258902,-123.109596,Columbia & 14th
92,10,4,ace20c241ee38643c9060f290b215b9d,49.265071,-123.123864,7th & Laurel
93,13,3,3aed670ccdcd94b966c0f505f8b028c7,49.265198,-123.131043,7th &  Alder
94,4,12,ae69aeab748d02e5a7d89da28a1a8511,49.273691,-123.102232,Science World
95,6,14,0c9ad3e3703e5869b82619ecdf54f43e,49.2685027,-123.0975014,1st & Scotia
96,13,5,f3708906ec71348f5a42579fede36a0d,49.288682,-123.11818,Rogers Tower
97,8,12,9449a6a83fbf88452e384350e5ac95b7,49.271741,-123.155421,York & Yew
98,16,4,365da33e9ce06ea53db1173a0f8eae71,49.262822,-123.14338,Pine & 10th
99,9,3,707c1c54e0278fbae5d0ae3c42a25b71,49.263635,-123.099236,8th & Scotia
100,13,7,5105df3dd0daf4c26980f4134f61e5cc,49.28763,-123.127245,Alberni & Jervis
101,13,6,82c794442f54fabf9db6e392ca1fac0f,49.297933,-123.130758,Stanley Park - Information Booth
102,13,1,2ca388bba54706770900ca2a9d7aa5be,49.258819,-123.131317,14th & Alder
103,6,8,e7bf01431a6982f032996ad50a9e5bd7,49.280284,-123.097052,Pender & Gore
104,6,12,1648ead5ea617d2cea115869d9516f5e,49.276294,-123.106534,Carrall & Seawall
105,6,8,91035fe1d70b65c9cb8ec4a007af7c7f,49.277469,-123.081315,Glen & Union
106,9,13,d3aaff4414a8c3fd5480c470f77ff68a,49.277665,-123.073653,Adanac & McLean
107,14,2,b307709b305dd04328fbbf2c6db86419,49.277436,-123.070427,Commercial & Adanac
108,0,16,e9c4bd1fffbb1e5b058b8ea15f7307f6,49.280332,-123.070068,Pender & Commercial
109,3,11,bb0847559ce71c93d8215c0997ea2811,49.279369,-123.091241,Keefer & Princess
110,17,3,1ef5c4ff3f0b09422bb1597fd9d7568b,49.283992,-123.091206,Alexander & Railway
111,14,0,ac3b8198f03754a0afb8b6ed6d220cdd,49.274881,-123.069323,Napier & Commercial
112,14,0,029a505bd4422a1afd127987757f71a6,49.275882,-123.071865,Britannia Parking Lot
113,2,12,0459b7e93703980b853cd65a9dc60596,49.273777,-123.092723,Thornton & National
114,6,22,a21f40838346e300063bdda3c5c04105,49.265005,-123.079481,Keith & 6th
115,13,1,6b1622540fe5c85d365754dd8c20bf0c,49.271377,-123.069416,Grant & Commercial
116,17,5,ebc551adb0fc1a684f4080e4954a9ba4,49.268616,-123.069908,2nd & Commercial
117,13,1,6eaa02e5bcf78db5386683d38fa2dabd,49.266969,-123.069936,4th & Commercial
118,17,3,983e58671adcc67af94457d7887dbb15,49.263242,-123.070521,8th & Commercial
119,16,9,797ff1725f8d2b18337de51e240ff60d,49.261403,-123.070102,10th & Commercial
120,9,5,277b4b4881bdb7dac73012672179def8,49.261263,-123.073707,Woodland & 10th
121,6,12,e1ff428dadc7c32141b9d89a7b56728a,49.262242,-123.081459,Glen & Broadway
122,10,4,012d3e06901cc222b1c2cf0a2ace3a29,49.262321,-123.09306,St George & Broadway
123,3,9,a6455af6b689bcbad07ae2c8a3419b50,49.264251,-123.073853,7th & Woodland
124,6,8,475627e149c1a6ba73caac8d8d2fa617,49.266751,-123.073501,Woodland & 4th
125,5,7,f387ec226c432c5c054e3d3616d90501,49.270684,-123.073562,Woodland & Graveley
126,4,9,1675a77b9af656faf527b4e6de53e63b,49.2731,-123.0732,Charles & Woodland
127,12,3,1bca0e944a4faf170db82793414b03ab,49.254667,-123.101389,18th & Main
128,12,2,d0782213f003ce9eb276fbceff44f1f4,49.256694,-123.096579,Prince Edward & 16th
129,6,7,1ef01f2f89621d51afbabaa6296e55be,49.258352,-123.096337,Prince Edward & 14th
130,15,1,c47a1f62ea461ce1c9f3e2478c657df6,49.258817,-123.092797,13th & St George
131,6,8,0cee06d7d10f7d3162cea03d22b7beed,49.26151,-123.089413,10th & Fraser
132,8,8,f62bc2bfe9a0a563d5b6745ce6d962ba,49.263382,-123.088837,8th & Fraser
133,7,5,1c8f7fd6535db12cc45cfc59aa9da058,49.261353,-123.085333,St Catherines & 10th
134,15,4,17a3320a52bcc62161908967f8a06613,49.264466,-123.085183,St Catherines & 7th
135,11,5,aed214941445e0345aa3254805a9e8b8,49.280197,-123.065859,Pender & Victoria
136,11,5,d67640af1b3b3b3ce47169dbc9182470,49.266725,-123.065925,Victoria & 4th
137,10,2,b2c6aaf2b4fa8937bfe3941c038683aa,49.261188,-123.066009,Victoria & 10th
138,14,3,0a43242bee10cd33f539af2c1bf5ecbf,49.256857,-123.065646,15th & Victoria (Trout Lake)
139,14,4,198810b9b0af5d229d1b6fa12c620e06,49.283986,-123.065264,Triumph & Victoria
140,4,10,d02e2eaafda91425eddd24d8acd328ab,49.257985,-123.083366,Windsor & 14th
141,8,6,08c7a90bf297fde8c1f1156db13987d4,49.257939,-123.089531,14th & Fraser
142,0,14,97005696a3dff3366a8410b817388990,49.256496,-123.075426,15th & Knight
143,10,6,c52e51e3288a00993bdf892fdc2c2c2c,49.283236,-123.070443,Commercial & Pandora
144,12,4,7d231a181d21056e4ba80c4d9939fe92,49.267266,-123.090786,Carolina & Great Northern Way
145,0,15,dcf3d5c9f1b3a46f0ef2eb2247931f89,49.265242,-123.095577,6th & Prince Edward
146,7,9,9bee3167f10c884044cea0d36afcd1ef,49.265213,-123.090785,6th & Carolina
147,36,2,45a4c865db23e1cad0209afa5a799de0,49.302577,-123.155616,Stanley Park - Third Beach Parking Lot
148,3,12,fe0c57d04d6e682d284d501446095fc9,49.277595,-123.09583,Union & Dunlevy
149,2,14,b10d422b045805f1c350c47c983381e8,49.279235,-123.087528,Keefer & Hawks
150,3,13,4e8fdc99e77ba1b70d90e124a704d0c1,49.277333,-123.087359,Hawks & Union
151,11,11,b562f08327af465e4531e20226789489,49.273103,-123.069892,Charles & Commercial
152,13,7,4ac99b928a91d8ccb785c9d0b805adb6,49.261973,-123.09725,10th & Kingsway
153,13,9,99c81f71db35911c79a86a1c5edc5604,49.275295,-123.132585,Beach & Hornby
154,9,19,e12234b6f1299d178f34bffaca92f043,49.285871,-123.12105,Burrard Station (Melville & Dunsmuir)
155,9,5,5a34495280727a5b50b9aa41e14e9a16,49.284893,-123.128685,Bute & Barclay
156,9,12,9130f9aa3bb037a04c17e6f2630327e5,49.263962,-123.112621,8th & Yukon
157,1,11,9a48ca226f82f52d02707b054ebc7e9e,49.277615,-123.091654,Princess & Union
158,6,16,b3bb9f58d3530d33a1a09b6be9e973e0,49.282214,-123.114101,Dunsmuir & Richards
159,15,5,c2f4e05c01ea0d27934ac7dbc50cbd0c,49.266456,-123.100324,5th & Main
160,10,11,9a5478470b56379c31cf4e671584d5cc,49.268216,-123.103168,3rd & Quebec
161,7,9,257715b845828e027ff35dd0f11c971e,49.284554,-123.111031,Richards & Cordova
162,13,7,910027847876403b57f1013c16504688,49.280216,-123.117639,Richards & Robson
163,8,17,06487275cd19694152824c7c3088e8ff,49.266314,-123.116011,Olympic Village Station
164,9,5,b428c0e64d9b9fdb3bf8e85c95ffdf6b,49.280852,-123.084746,Campbell & Hastings
165,3,14,d085c6749a32517e1fb0d070e4128402,49.285512,-123.1384,Cardero & Davie
166,9,31,a6aec7b8c25da4c02829cd7839b8933d,49.27821,-123.136972,Aquatic Centre
167,5,17,c924f6a41b130fad49cfae47271314bc,49.281301,-123.139108,Beach & Broughton
168,4,17,8e93d0da1ee6caadf21ed9575b5fa9da,49.283298,-123.142288,Beach & Cardero
169,6,12,9413725a5d3bb5ce2ad0682b07a3ffab,49.280787,-123.115271,Georgia & Homer
170,10,8,7ed043a19e6a4ece742fe747b663bdbf,49.266476,-123.109389,Columbia & 5th
171,12,8,ce5dccf5a0f190bb4567a2fd93e7971e,49.290587,-123.13625,Haro & Denman
172,12,6,1d442ad1a71774c82688a45954e47bfd,49.262835,-123.152626,Arbutus & 10th
173,5,8,2781435bde344e1b64f1bebac6bc9008,49.256825,-123.105234,Ontario & 16th
174,8,6,e9b37f2d9b7b2e2e3ade73f13acb69b2,49.275683,-123.124388,Richards & Davie
175,17,1,fffd87607aaae16fbb1f71615cbe7d17,49.263518,-123.09568,8th & Prince Edward
176,6,14,da8b6e94f90ad41a3f8de10596992372,49.28691,-123.128818,Jervis & Robson
177,7,11,32f70f7ae14ba87523c6286a6c4d5c37,49.282503,-123.124697,Smithe & Burrard
178,14,3,df5ab349a7a85d4b10da4cc3ec65c607,49.283749,-123.136133,Broughton & Davie
179,11,3,e0318460138ffbf4692005d5b5a9f900,49.262944,-123.148109,Cypress & 10th
180,18,14,db51c556fe50ec1deefbc9697c70cb51,49.27029,-123.135025,Granville Island
181,1,15,58a026f0c506caec20697a4f90538450,49.280427,-123.074082,McLean & Pender
182,9,9,0e0aef6fabaa808b3a3cef24657257a4,49.279259,-123.119145,Richards & Smithe
183,7,19,90c746df94ce1a12f1f617acfe4a8ce3,49.285836,-123.127265,Bute & Robson
184,12,8,80b5c12ef21fd47275d37b2c9935249c,49.272969,-123.164325,Trafalgar & Cornwall
185,17,7,899f59a9994302e8e1e4be01117ef707,49.27247,-123.185643,Alma & Point Grey
186,4,10,8d2d5bb3b9142f781f2a7f441e6bad7a,49.271471,-123.17731,Point Grey & Blenheim
187,10,14,5de0fe55497681d4cc9dd25509cf51ab,49.290112,-123.127062,Hastings & Broughton
188,9,8,2681455ba2d97283998a806b14d3e95c,49.263523,-123.155267,Yew & Broadway
189,15,6,064a7b39b1dbc4bfc4cf8f454e360c57,49.264928,-123.168068,8th & Macdonald
190,6,11,9c1397c06e07bf74fc049f1a0872eea0,49.264483,-123.173926,Balaclava & Broadway
191,5,21,9763838317308a4766b83696986a157b,49.264579,-123.18373,Dunbar & Broadway
192,16,0,c64ee19c62a363019ddbaedf71df2882,49.263746,-123.069892,Grandview & Commercial
193,10,4,421516af381a11f54d07fc79be68d3d3,49.258761,-123.127071,14th & Oak
194,6,12,38f045e3f43f86eae42ca4c60257ade0,49.268974,-123.190701,Wallace & 4th
195,7,13,5ba6e9725b1b0ee8cd25df976e47726b,49.273011,-123.159663,Balsam & Cornwall
196,4,12,f90ed7ad754ec04b7852941a480a4c77,49.266924,-123.173849,Balaclava & 6th
197,11,4,abfaf72456a4828a22f5bf60d3a80777,49.264326,-123.164725,Trafalgar & Broadway
198,7,9,2ff7eb4230654603592ab1b0780ec5e1,49.266636,-123.183661,Dunbar & 6th
199,14,10,ea9485fcdce0611243474d000e4ad248,49.254818,-123.114785,18th & Cambie
200,12,11,671ce9e4a92063620f772d2c57f0f3ab,49.268837,-123.177633,Blenheim & 4th
201,7,9,41a55a7e2908fbbd65175b794d26bc8d,49.255034,-123.120226,18th & Heather
202,9,7,a59924f0ff3fb481a7bd8a5e9c36858f,49.271044,-123.170661,Point Grey & Bayswater
203,12,4,89a0b49a66e54a7639ad960962148a3e,49.252691,-123.101289,20th & Main
204,12,6,44fc3d58831a9f2b919c7a3a1838b74a,49.272172,-123.097978,Station & Terminal
205,17,17,d40db8c27c5bd409d57cfa846f73c378,49.271082,-123.191458,Jericho Beach
206,20,4,4990fe5772f3b73eebeec125b41e478e,49.27808,-123.130557,Burrard & Drake
207,7,16,bf96df77771ef0ed710d8e0e67917f45,49.269969,-123.109623,Columbia & 1st
208,7,23,e75e83499d3fa2e174dc2a8ffd238119,49.287528,-123.142139,Davie & Beach
209,14,12,0438114d2e6b96118de69bc9775bb21e,49.28803,-123.142135,Morton & Denman
210,2,11,07b13214cb69f2ec007d888450f3d6bc,49.259579,-123.114769,13th & Cambie
211,7,10,f5e8fa1fc4252bda2f93dd27ed2d603f,49.2890705989865,-123.138407369468,Nelson & Denman
212,2,12,c2a9c5d0e4578b928554c86f3d2c1162,49.287782,-123.12395,Melville & Bute
213,9,10,5f45325fdd6334a4c0d3b62853b19fa6,49.28512,-123.11242,Seymour & Cordova
214,0,15,085a0e120a08a80a58c0ae0ff9da565a,49.247854,-123.153422,Arbutus & Nanton
215,0,15,8d5f47f01d7ad668419dfe9b7fe69c9a,49.265939,-123.1129,Yukon & 6th
216,10,5,bede4b24dae115d4cd43d2e6cc9812cb,49.261122,-123.097571,11th & Kingsway
217,13,4,680b1ddfd50c4397b365c9c00f09b0d1,49.267725,-123.11311,Wylie & 2nd
218,8,12,b26f83e904f3a778466ebcd763b7316a,49.245135,-123.116098,29th & Cambie
219,8,5,6620c54bd6b3a79800b2b67e999b24d0,49.274232,-123.129998,Rolston & Granville
220,14,6,7f091b50fbbd892bf9fb869a64c47120,49.238105,-123.154966,East Blvd & 37th
221,14,6,57d39a680c9407cda0fb4de6d9c55138,49.246243,-123.124373,28th & Willow
222,9,2,97388f4e4ea102a30345524bda465f4e,49.249722,-123.104991,Ontario & 23rd
223,7,15,066ecc3584913fa035ec1417323beb80,49.243375,-123.104978,30th & Ontario
224,5,15,b530d04d393d71cffb8b8b07f4a82380,49.282087,-123.056909,Franklin & Nanaimo
225,11,4,06bdc4d55f34b2a491305534fd5defda,49.283968,-123.061615,Lakewood & Triumph
226,7,11,8e44a17d2fa446ca220b90c7063b42ca,49.287464,-123.060771,Wall & Eton
227,13,5,7c17f51469f1a7145455f65ef6afbd87,49.285575,-123.061575,Lakewood & Oxford
228,10,4,e1432b72df561a1df34290679ec9c773,49.251358,-123.115637,22nd & Cambie
229,14,3,549f00f6039e8bb702a00dcca08a8ed0,49.249184,-123.116141,King Edward & Cambie
230,15,7,d8c4fe5e09b6f010fbaa85cc7302d66b,49.245535,-123.120496,Heather & 29th
231,4,21,0c42f45e4a14957ad4a6d521d0ba8bc3,49.289255,-123.132677,Cardero & Robson
232,16,3,62a202eb98c0a4b09ba6746f5ee94ab3,49.252656,-123.067965,Commercial & 20th
233,6,10,04f64fde5ba1ebde8ad78c74914adb34,49.259469,-123.145718,Burrard & 14th
234,11,13,cc2084e365f6f230fe26bae0b6867775,49.277178,-123.13,Hornby & Drake
235,9,11,f38bac9712f3beee2149ba2a97048878,49.291597,-123.129158,Cardero & Bayshore
236,18,3,9ee3bc9e836768e3e04e4f3328dae03b,49.247204,-123.101549,27th & Main
237,6,10,aa1cbf97abc3cd50515bc54633a9bb2a,49.2856698,-123.1125432,Cordova & Granville
238,12,2,13021bba7bbeca1ccd8726ca17da59e6,49.25094,-123.101306,22nd & Main
239,5,15,5699b40126e10c2f68eefc3eb18ff3a1,49.270783,-123.141564,1st & Fir
240,22,0,34fd37d12eb989b49518ef53941ee3ff,49.264019,-123.209176,Sasamat & 10th
241,17,3,b7dd37a7dd668d6d10024b7f18acc438,49.2658,-123.20596,Trimble & 8th
242,7,13,cc25ae4f093b33ba0afd1dbc0dd20324,49.265442,-123.187738,Highbury & 8th
243,16,4,db1e56a71a3279f51301d732ee5a055b,49.267561,-123.252261,IK Barber Learning Centre
244,17,11,5726de7c5646b82f7aaeafba50aee03e,49.2665793,-123.2485487,War Memorial Gym
245,15,9,cde61c70e5556ee2fe3ceb9d958b6482,49.26262,-123.2431,Pharmaceutical Sciences
246,0,0,852212d6d52b5f00544fad01d21c7db2,49.278529,-123.100017,Georgia & Main
247,9,10,3dae5d936bb6b222d135eff52833e7f4,49.282047,-123.133057,Bute & Davie
