,poi_fsq_id,poi_name,category_id,category_name,poi_distance,poi_address,station_id
0,4e18b61d18a8166f738f1ed0,Mesón Pahi,13026,BBQ Joint,215,Calle Torroella de Montgrí 7,dedcd93fbe85671e73c79baf58bd7fed
1,4e18b61d18a8166f738f1ed0,Mesón Pahi,13338,Seafood Restaurant,215,Calle Torroella de Montgrí 7,dedcd93fbe85671e73c79baf58bd7fed
2,4e18b61d18a8166f738f1ed0,Mesón Pahi,13345,Spanish Restaurant,215,Calle Torroella de Montgrí 7,dedcd93fbe85671e73c79baf58bd7fed
3,590896ec5d891b372346f974,Cyclic Beer Farm,13029,Brewery,344,"Carrer de Coll, 37",dedcd93fbe85671e73c79baf58bd7fed
4,590896ec5d891b372346f974,Cyclic Beer Farm,13065,Restaurant,344,"Carrer de Coll, 37",dedcd93fbe85671e73c79baf58bd7fed
5,4fa80faae4b028d55be7a213,Plaça Jardins d'Elx,16041,Plaza,317,,dedcd93fbe85671e73c79baf58bd7fed
6,57dc2947498ee91be8edc91b,Mezzé,13031,Burger Joint,391,"Calle de Pinar del Río, 5",dedcd93fbe85671e73c79baf58bd7fed
7,57dc2947498ee91be8edc91b,Mezzé,13145,Fast Food Restaurant,391,"Calle de Pinar del Río, 5",dedcd93fbe85671e73c79baf58bd7fed
8,4f7d904410810a8701fd9672,TocaTeca,13347,Tapas Restaurant,407,"Garcilaso, 172",dedcd93fbe85671e73c79baf58bd7fed
9,4c7a3c90bd346dcbeff0f7ef,Plaça de Masadas,16041,Plaza,415,,dedcd93fbe85671e73c79baf58bd7fed
10,4cda7b573f6a8cfa9e8fe4ea,Mercat Felip II,17065,Farmers Market,369,"Carrer de Felip II, 118",dedcd93fbe85671e73c79baf58bd7fed
11,4cda7b573f6a8cfa9e8fe4ea,Mercat Felip II,17069,Grocery Store,369,"Carrer de Felip II, 118",dedcd93fbe85671e73c79baf58bd7fed
12,59692ee7dd70c52f2d5ef3a5,035 Bar,13003,Bar,450,"Carrer de Monlau, 35",dedcd93fbe85671e73c79baf58bd7fed
13,59692ee7dd70c52f2d5ef3a5,035 Bar,13065,Restaurant,450,"Carrer de Monlau, 35",dedcd93fbe85671e73c79baf58bd7fed
14,4daacc806e81162ae7de5c15,El Asador de Aranda,13345,Spanish Restaurant,548,"Londres, 94",dedcd93fbe85671e73c79baf58bd7fed
15,4efeffeb9a520dfd658d1b94,Panes Creativos,13002,Bakery,537,"Plaça Garrigó, 5",dedcd93fbe85671e73c79baf58bd7fed
16,4efeffeb9a520dfd658d1b94,Panes Creativos,13065,Restaurant,537,"Plaça Garrigó, 5",dedcd93fbe85671e73c79baf58bd7fed
0,4f2e99d7e4b00ef1a6450e45,Avis,13065,Restaurant,212,"Calle Liuva, 47",5c10c2dba1c5a8e8d9dcbb251fd8eab7
1,53872f62498e94fb758709d1,Casa Ametller,17070,Organic Grocery,268,"Gran de Sant Andreu, 157",5c10c2dba1c5a8e8d9dcbb251fd8eab7
2,4baf2128f964a520b6ec3be3,Estadi Narcís Sala - UE Sant Andreu,18064,Soccer Field,252,,5c10c2dba1c5a8e8d9dcbb251fd8eab7
3,52ecc295498e28504bd5fbc5,Several cafè,13034,Café,294,"Gran de Sant Andreu, 165",5c10c2dba1c5a8e8d9dcbb251fd8eab7
4,52ecc295498e28504bd5fbc5,Several cafè,13035,Coffee Shop,294,"Gran de Sant Andreu, 165",5c10c2dba1c5a8e8d9dcbb251fd8eab7
5,52ecc295498e28504bd5fbc5,Several cafè,13065,Restaurant,294,"Gran de Sant Andreu, 165",5c10c2dba1c5a8e8d9dcbb251fd8eab7
6,4daacc806e81162ae7de5c15,El Asador de Aranda,13345,Spanish Restaurant,348,"Londres, 94",5c10c2dba1c5a8e8d9dcbb251fd8eab7
7,4bd9eb043904a593bf3e449e,Societat Cultural i Esportiva la Lira,12005,Cultural Center,354,"Coroleu, 15",5c10c2dba1c5a8e8d9dcbb251fd8eab7
8,4bd9eb043904a593bf3e449e,Societat Cultural i Esportiva la Lira,13065,Restaurant,354,"Coroleu, 15",5c10c2dba1c5a8e8d9dcbb251fd8eab7
9,5376059c498ebea29f00b36b,Bar Torrente,13347,Tapas Restaurant,433,"Calle Parellada, 28",5c10c2dba1c5a8e8d9dcbb251fd8eab7
10,556c5202498e8be4c2455934,Ateneu l'Harmonia,10000,Arts and Entertainment,396,"Carrer Sant Adrià, 20",5c10c2dba1c5a8e8d9dcbb251fd8eab7
11,4bca2366511f95211023afc7,Michael's Tavern,13006,Beer Bar,482,"Concepcion Arenal, 213",5c10c2dba1c5a8e8d9dcbb251fd8eab7
12,4bca2366511f95211023afc7,Michael's Tavern,13065,Restaurant,482,"Concepcion Arenal, 213",5c10c2dba1c5a8e8d9dcbb251fd8eab7
13,590896ec5d891b372346f974,Cyclic Beer Farm,13029,Brewery,615,"Carrer de Coll, 37",5c10c2dba1c5a8e8d9dcbb251fd8eab7
14,590896ec5d891b372346f974,Cyclic Beer Farm,13065,Restaurant,615,"Carrer de Coll, 37",5c10c2dba1c5a8e8d9dcbb251fd8eab7
0,4d4c2105a22c224b24ddf693,Basar Brillant,17033,Department Store,219,"Gran de Sant Andreu, 475",f1aaf083aaa04498aad975bc45bdc089
1,4ef3a2f6f9ab42ef2e81773b,Pizzeria Il Duomo & la Mole,13064,Pizzeria,326,"Plaza Mossén Clapés, 14",f1aaf083aaa04498aad975bc45bdc089
2,4b521bb6f964a5207f6827e3,El Burro Chilango,13303,Mexican Restaurant,320,"Calle Cinca, 86",f1aaf083aaa04498aad975bc45bdc089
3,4b521bb6f964a5207f6827e3,El Burro Chilango,13338,Seafood Restaurant,320,"Calle Cinca, 86",f1aaf083aaa04498aad975bc45bdc089
4,4d440eff1b62b1f7268aeee2,Restaurante Shokudo,13263,Japanese Restaurant,459,"Calle Cinca, 66",f1aaf083aaa04498aad975bc45bdc089
5,4d440eff1b62b1f7268aeee2,Restaurante Shokudo,13338,Seafood Restaurant,459,"Calle Cinca, 66",f1aaf083aaa04498aad975bc45bdc089
6,4bb1bb6ef964a520c5a03ce3,Mercadona,17069,Grocery Store,204,"Passeig Santa Coloma, Nº 23",f1aaf083aaa04498aad975bc45bdc089
7,4d5688dfb4deb1f77ad7117a,Caprabo,17069,Grocery Store,258,"Carrer Gran de Sant Andreu, 456-462",f1aaf083aaa04498aad975bc45bdc089
8,4dd37b95c65b69f9362cafe1,Oliva Pachon Regino,13003,Bar,387,"Colombia, 8",f1aaf083aaa04498aad975bc45bdc089
9,4dd37b95c65b69f9362cafe1,Oliva Pachon Regino,13347,Tapas Restaurant,387,"Colombia, 8",f1aaf083aaa04498aad975bc45bdc089
10,596e4c059fca56559d1b58c3,Decathlon la Maquinista,17117,Sporting Goods Retail,699,"Centro Comercial la Maquinista Paseo Potosí, 2",f1aaf083aaa04498aad975bc45bdc089
11,4b8bf38bf964a52045b432e3,A Loja do Gato Preto,17082,Furniture and Home Store,620,"Potosí, 2",f1aaf083aaa04498aad975bc45bdc089
12,4b5b878cf964a520fe0429e3,La Maquinista,17114,Shopping Mall,705,"Pg. Potosí, 2",f1aaf083aaa04498aad975bc45bdc089
0,53a32784498ef1cc7d6454f4,Trópico,13065,Restaurant,53,"Carrer del Marquès de Barberà, 24",4a30020e6926a2ba39f88be0f6bba5cb
1,53a32784498ef1cc7d6454f4,Trópico,13009,Cocktail Bar,53,"Carrer del Marquès de Barberà, 24",4a30020e6926a2ba39f88be0f6bba5cb
2,4bec752616e99c74fe6408e2,Madame Jasmine,13003,Bar,93,"Rambla del Raval, 22",4a30020e6926a2ba39f88be0f6bba5cb
3,4adcda4ef964a520534021e3,Bar Marsella,13009,Cocktail Bar,85,"Sant Pau, 65",4a30020e6926a2ba39f88be0f6bba5cb
4,4adcda4ef964a520534021e3,Bar Marsella,13065,Restaurant,85,"Sant Pau, 65",4a30020e6926a2ba39f88be0f6bba5cb
5,4f40f0a5e4b0193962801903,Filmoteca de Catalunya,10024,Movie Theater,116,"Plaza Salvador Seguí, 1-9",4a30020e6926a2ba39f88be0f6bba5cb
6,53347f6611d28af55005835a,La Monroe,13003,Bar,140,"Plaça Salvador Seguí, 1",4a30020e6926a2ba39f88be0f6bba5cb
7,53347f6611d28af55005835a,La Monroe,13302,Mediterranean Restaurant,140,"Plaça Salvador Seguí, 1",4a30020e6926a2ba39f88be0f6bba5cb
8,53347f6611d28af55005835a,La Monroe,13347,Tapas Restaurant,140,"Plaça Salvador Seguí, 1",4a30020e6926a2ba39f88be0f6bba5cb
9,54033c4e498e884a9a9044dc,Pizza Circus,13064,Pizzeria,186,"Carrer Nou de la Rambla, 40",4a30020e6926a2ba39f88be0f6bba5cb
10,54033c4e498e884a9a9044dc,Pizza Circus,13236,Italian Restaurant,186,"Carrer Nou de la Rambla, 40",4a30020e6926a2ba39f88be0f6bba5cb
11,4e7a43831f6e07f918147562,El Pachuco,13003,Bar,184,"Sant Pau, 110",4a30020e6926a2ba39f88be0f6bba5cb
12,4e7a43831f6e07f918147562,El Pachuco,13303,Mexican Restaurant,184,"Sant Pau, 110",4a30020e6926a2ba39f88be0f6bba5cb
13,4dde402345dd033c3929b0e4,Rooftop Combinat 360,16045,Roof Deck,193,"Rambla de Raval, 17-21",4a30020e6926a2ba39f88be0f6bba5cb
14,4c88d9e510523704e797c3f1,Bar Cañete,13003,Bar,266,"Unió, 17",4a30020e6926a2ba39f88be0f6bba5cb
15,4c88d9e510523704e797c3f1,Bar Cañete,13347,Tapas Restaurant,266,"Unió, 17",4a30020e6926a2ba39f88be0f6bba5cb
16,4ca4c2c2750ca093b9262467,Escola Oficial d'Idiomes,12053,Language School,271,"Avenida Drassanes, 14",4a30020e6926a2ba39f88be0f6bba5cb
0,59e4a88a26659b77af147f68,Morrow Coffee,13035,Coffee Shop,234,"Avenida Gran Via de Les Corts Catalanes, 403",e964297fbcd2fc96bb6632e5a530d0df
1,59e4a88a26659b77af147f68,Morrow Coffee,13065,Restaurant,234,"Avenida Gran Via de Les Corts Catalanes, 403",e964297fbcd2fc96bb6632e5a530d0df
2,538b748c498e1afc1640a729,El Tabernito,13009,Cocktail Bar,254,"Entença, 22",e964297fbcd2fc96bb6632e5a530d0df
3,538b748c498e1afc1640a729,El Tabernito,13065,Restaurant,254,"Entença, 22",e964297fbcd2fc96bb6632e5a530d0df
4,4b7c12aff964a520517b2fe3,Plaça d'Espanya (Plaça d’Espanya),16041,Plaza,266,,e964297fbcd2fc96bb6632e5a530d0df
5,506deb6ee4b0c21f07a12237,Roof at las Arenas,16046,Scenic Lookout,265,,e964297fbcd2fc96bb6632e5a530d0df
6,56811f43498ea93424d4e027,SandwiChez,13334,Sandwich Spot,219,"Gran Vía de Les Corts Catalanes, 403",e964297fbcd2fc96bb6632e5a530d0df
7,5a18835de96d0c5d8b0e31db,Cruix,13065,Restaurant,319,"Carrer D'Entença, 57",e964297fbcd2fc96bb6632e5a530d0df
8,588cdfff8190791bb115b187,Enigma Concept,13065,Restaurant,255,"Calle Sepúlveda, 38",e964297fbcd2fc96bb6632e5a530d0df
9,540aec16498e9f07ab92153a,Tartela,13034,Café,313,"Calle Llançà, 32",e964297fbcd2fc96bb6632e5a530d0df
10,540aec16498e9f07ab92153a,Tartela,13065,Restaurant,313,"Calle Llançà, 32",e964297fbcd2fc96bb6632e5a530d0df
11,53f0ab62498eddd221139217,TAPS Bar,13065,Restaurant,372,"Mare de Déu del Remei, 53",e964297fbcd2fc96bb6632e5a530d0df
12,539c2640498e2eba58126fb7,Buenas Migas,13034,Café,316,"Plaça Espanya, 6-8",e964297fbcd2fc96bb6632e5a530d0df
13,539c2640498e2eba58126fb7,Buenas Migas,13236,Italian Restaurant,316,"Plaça Espanya, 6-8",e964297fbcd2fc96bb6632e5a530d0df
0,554227ac498ecd5cf6c720de,L'Actiu Restaurant,13302,Mediterranean Restaurant,386,"Calle Llacuna, 162",77e6513f3a43c3054c71144be4132e59
1,4b641c1cf964a520869f2ae3,Parc del Clot,16032,Park,437,"Carrer Dels Escultores Claperos, s/n",77e6513f3a43c3054c71144be4132e59
2,4b9a11a8f964a520739d35e3,Casa Aliaga,13302,Mediterranean Restaurant,418,"Llacuna, 154",77e6513f3a43c3054c71144be4132e59
3,4b9a11a8f964a520739d35e3,Casa Aliaga,13338,Seafood Restaurant,418,"Llacuna, 154",77e6513f3a43c3054c71144be4132e59
4,4b9a11a8f964a520739d35e3,Casa Aliaga,13345,Spanish Restaurant,418,"Llacuna, 154",77e6513f3a43c3054c71144be4132e59
5,5a073ea9446ea61a3f9201e7,Uniqlo ユニクロ,17043,Clothing Store,550,"Avinguda Diagonal, 208",77e6513f3a43c3054c71144be4132e59
6,4bfa973a4a67c928de7128cf,Parc del Centre del Poblenou,16037,Playground,533,"Avenida Diagonal, 130",77e6513f3a43c3054c71144be4132e59
7,59c64c0fb546184e253d8c9d,L' Artesana Poblenou,13302,Mediterranean Restaurant,560,"Carrer de Sant Joan de Malta, 150",77e6513f3a43c3054c71144be4132e59
8,5abcc94d4ac28a74c3a07fdb,Tapa Tapa,13347,Tapas Restaurant,568,"Avinguda Diagonal, 208",77e6513f3a43c3054c71144be4132e59
9,595d0c66ee7120157b57fb65,El Menjador de la Beckett,13065,Restaurant,585,"Calle Pere IV, 228",77e6513f3a43c3054c71144be4132e59
10,595d0c66ee7120157b57fb65,El Menjador de la Beckett,13003,Bar,585,"Calle Pere IV, 228",77e6513f3a43c3054c71144be4132e59
11,4fb7dfdbe4b08d8adea28b8b,Bodega Sopena,13003,Bar,621,"Calle Clot, 55",77e6513f3a43c3054c71144be4132e59
12,4fb7dfdbe4b08d8adea28b8b,Bodega Sopena,13065,Restaurant,621,"Calle Clot, 55",77e6513f3a43c3054c71144be4132e59
13,4fb7dfdbe4b08d8adea28b8b,Bodega Sopena,13387,Winery,621,"Calle Clot, 55",77e6513f3a43c3054c71144be4132e59
14,553b95a5498eb15a4e393f56,L'Olivera,13003,Bar,620,"Escultors Claperós, 39",77e6513f3a43c3054c71144be4132e59
15,553b95a5498eb15a4e393f56,L'Olivera,13347,Tapas Restaurant,620,"Escultors Claperós, 39",77e6513f3a43c3054c71144be4132e59
0,4b4db4b9f964a52008d626e3,Poliesportiu Municipal Guinardo,18000,Sports and Recreation,267,"Calle Telegraf, 31-45",23b6f7550b25fbd13f67b32e2bbde1e1
1,4cc737a806c25481759ca647,Río Dragón,13099,Chinese Restaurant,360,"Carrer de l'Oblit, 3",23b6f7550b25fbd13f67b32e2bbde1e1
2,4e6208c12271573ad76c5da7,Gasch Cansaladers,17059,Butcher,403,"Calle Garrotxa, 17",23b6f7550b25fbd13f67b32e2bbde1e1
3,4e6208c12271573ad76c5da7,Gasch Cansaladers,17069,Grocery Store,403,"Calle Garrotxa, 17",23b6f7550b25fbd13f67b32e2bbde1e1
4,4e6208c12271573ad76c5da7,Gasch Cansaladers,17077,Meat and Seafood Store,403,"Calle Garrotxa, 17",23b6f7550b25fbd13f67b32e2bbde1e1
5,4c2282c511de20a1eafc84ce,Bar Lips,13025,Wine Bar,348,"Avenida Mare de Deu de Montserrat, 183",23b6f7550b25fbd13f67b32e2bbde1e1
6,4c2282c511de20a1eafc84ce,Bar Lips,13057,Gastropub,348,"Avenida Mare de Deu de Montserrat, 183",23b6f7550b25fbd13f67b32e2bbde1e1
7,4c2282c511de20a1eafc84ce,Bar Lips,13347,Tapas Restaurant,348,"Avenida Mare de Deu de Montserrat, 183",23b6f7550b25fbd13f67b32e2bbde1e1
8,4d8e22815234a090d2dcb6bd,Plaça del Nen de la Rutlla,16037,Playground,379,,23b6f7550b25fbd13f67b32e2bbde1e1
9,4bfa776f8d30d13a69960318,La Gamba,13345,Spanish Restaurant,461,"Plaça de Maragall, 13",23b6f7550b25fbd13f67b32e2bbde1e1
10,50b8dfc4e4b05175d2cbb2b4,Biblioteca Camp de l'Arpa - Caterina Albert,12080,Library,542,"Indústria, 295",23b6f7550b25fbd13f67b32e2bbde1e1
11,5690c94a498ed656e34e5375,Jigsaw Escape Room,10000,Arts and Entertainment,547,"Industria, 268",23b6f7550b25fbd13f67b32e2bbde1e1
12,4b60cc94f964a52043fa29e3,2D2Dspuma,13003,Bar,532,"Manigua, 8",23b6f7550b25fbd13f67b32e2bbde1e1
13,4b60cc94f964a52043fa29e3,2D2Dspuma,13029,Brewery,532,"Manigua, 8",23b6f7550b25fbd13f67b32e2bbde1e1
14,4b60cc94f964a52043fa29e3,2D2Dspuma,13145,Fast Food Restaurant,532,"Manigua, 8",23b6f7550b25fbd13f67b32e2bbde1e1
15,553a76c4498e680990a0c3de,Beering Barcelona,13006,Beer Bar,570,"Calle Navas de Tolosa, 355",23b6f7550b25fbd13f67b32e2bbde1e1
16,553a76c4498e680990a0c3de,Beering Barcelona,13029,Brewery,570,"Calle Navas de Tolosa, 355",23b6f7550b25fbd13f67b32e2bbde1e1
17,553a76c4498e680990a0c3de,Beering Barcelona,13039,Deli,570,"Calle Navas de Tolosa, 355",23b6f7550b25fbd13f67b32e2bbde1e1
0,4b6e969ef964a5200fc32ce3,Nuba,13302,Mediterranean Restaurant,182,"Calle Doctor Fleming, 12-14",a38652efcd560833b66a90c618ec85c7
1,56fff0df498e58f729dabfe0,Pinhan Café,13003,Bar,239,"Avenida de Pau Casals, 19",a38652efcd560833b66a90c618ec85c7
2,56fff0df498e58f729dabfe0,Pinhan Café,13035,Coffee Shop,239,"Avenida de Pau Casals, 19",a38652efcd560833b66a90c618ec85c7
3,56fff0df498e58f729dabfe0,Pinhan Café,13302,Mediterranean Restaurant,239,"Avenida de Pau Casals, 19",a38652efcd560833b66a90c618ec85c7
4,4b50c145f964a520093127e3,Turó Park,16032,Park,266,"Avinguda de Pau Casals, 19",a38652efcd560833b66a90c618ec85c7
5,4bea606661aca593bdb08300,Isabella's,13236,Italian Restaurant,248,"Ganduxer, 50",a38652efcd560833b66a90c618ec85c7
6,4e23df3c18a88345f0652c0a,El Petit Celler,13065,Restaurant,283,"Beethoven, 8",a38652efcd560833b66a90c618ec85c7
7,5639eadacd100f2dd2f1852c,Ikibana Sarrià,13079,Brazilian Restaurant,271,"Carrer del Dr. Fleming, 11",a38652efcd560833b66a90c618ec85c7
8,5639eadacd100f2dd2f1852c,Ikibana Sarrià,13276,Sushi Restaurant,271,"Carrer del Dr. Fleming, 11",a38652efcd560833b66a90c618ec85c7
9,4b0a8824f964a520dd2423e3,Keik,13040,Dessert Shop,272,"Doctor Fleming, 21",a38652efcd560833b66a90c618ec85c7
10,4b0a8824f964a520dd2423e3,Keik,13068,American Restaurant,272,"Doctor Fleming, 21",a38652efcd560833b66a90c618ec85c7
11,4b0a8824f964a520dd2423e3,Keik,13332,Salad Restaurant,272,"Doctor Fleming, 21",a38652efcd560833b66a90c618ec85c7
12,4bd58b125631c9b6b031a430,Central Cafe,13034,Café,259,"Calle Doctor Fleming, 19",a38652efcd560833b66a90c618ec85c7
13,4bd58b125631c9b6b031a430,Central Cafe,13035,Coffee Shop,259,"Calle Doctor Fleming, 19",a38652efcd560833b66a90c618ec85c7
14,4bd58b125631c9b6b031a430,Central Cafe,13334,Sandwich Spot,259,"Calle Doctor Fleming, 19",a38652efcd560833b66a90c618ec85c7
15,5185614d498e6f60206642ad,Mishima Sushi Bar,13263,Japanese Restaurant,288,"Carrer del Dr. Fleming, 25",a38652efcd560833b66a90c618ec85c7
16,4c3afada1a1cd13ae58bb50d,Café Turó,13034,Café,346,"Carrer del Tenor Viñas, 1",a38652efcd560833b66a90c618ec85c7
17,4c3afada1a1cd13ae58bb50d,Café Turó,13345,Spanish Restaurant,346,"Carrer del Tenor Viñas, 1",a38652efcd560833b66a90c618ec85c7
0,55c8dea5498e157e0d14b7af,La Rovira,13029,Brewery,274,,ab5aed96eeda51ba68ab88cfeb6d6201
1,53e8f39e498e86b221d79b14,Chivuo's,13029,Brewery,500,"Carrer del Torrent de l'Olla, 175",ab5aed96eeda51ba68ab88cfeb6d6201
2,53e8f39e498e86b221d79b14,Chivuo's,13031,Burger Joint,500,"Carrer del Torrent de l'Olla, 175",ab5aed96eeda51ba68ab88cfeb6d6201
3,53e8f39e498e86b221d79b14,Chivuo's,13334,Sandwich Spot,500,"Carrer del Torrent de l'Olla, 175",ab5aed96eeda51ba68ab88cfeb6d6201
4,4e3057396284021061f48155,Les Tres Creus,16046,Scenic Lookout,521,"Calle Olot, s/n",ab5aed96eeda51ba68ab88cfeb6d6201
5,5a0b45976bd36b61c9ccfc72,Bar Salvatge,13025,Wine Bar,537,"Carrer de Verdi, 50",ab5aed96eeda51ba68ab88cfeb6d6201
6,5a0b45976bd36b61c9ccfc72,Bar Salvatge,13057,Gastropub,537,"Carrer de Verdi, 50",ab5aed96eeda51ba68ab88cfeb6d6201
7,4bfbe53495a4a5930562ab70,Plaça de les Dones del 36,16041,Plaza,550,"Plaza de Les Dones del, 36",ab5aed96eeda51ba68ab88cfeb6d6201
8,56893aed38faf74793911a00,A Casa Portuguesa,13002,Bakery,584,"Carrer de l'or, 8",ab5aed96eeda51ba68ab88cfeb6d6201
9,56893aed38faf74793911a00,A Casa Portuguesa,13047,Pastry Shop,584,"Carrer de l'or, 8",ab5aed96eeda51ba68ab88cfeb6d6201
10,56893aed38faf74793911a00,A Casa Portuguesa,13065,Restaurant,584,"Carrer de l'or, 8",ab5aed96eeda51ba68ab88cfeb6d6201
11,5425d07d498e78cec49d8fc1,Gasterea,13003,Bar,584,"Calle Verdi, 39",ab5aed96eeda51ba68ab88cfeb6d6201
12,5425d07d498e78cec49d8fc1,Gasterea,13347,Tapas Restaurant,584,"Calle Verdi, 39",ab5aed96eeda51ba68ab88cfeb6d6201
13,533ff0b9498ea930209f1d36,Plaça de la Natura,16020,Historic and Protected Site,571,,ab5aed96eeda51ba68ab88cfeb6d6201
14,4adcda57f964a520b64321e3,Cine Verdi,10026,Indie Movie Theater,593,"Calle Verdi, 32",ab5aed96eeda51ba68ab88cfeb6d6201
15,4b76bca2f964a520975b2ee3,Park Güell,16032,Park,637,"Calle Olot, s/n",ab5aed96eeda51ba68ab88cfeb6d6201
16,4b76bca2f964a520975b2ee3,Park Güell,16017,Garden,637,"Calle Olot, s/n",ab5aed96eeda51ba68ab88cfeb6d6201
0,54ce34c7498e1886f9ec14bb,Miss Perkins Tea Room,13035,Coffee Shop,162,"Rambla del Brasil, 24",614ca4a84009c33664c8489c909264f4
1,54ce34c7498e1886f9ec14bb,Miss Perkins Tea Room,13036,Tea Room,162,"Rambla del Brasil, 24",614ca4a84009c33664c8489c909264f4
2,54ce34c7498e1886f9ec14bb,Miss Perkins Tea Room,13040,Dessert Shop,162,"Rambla del Brasil, 24",614ca4a84009c33664c8489c909264f4
3,4fd1f73ee4b0b5fdabd68d8d,Carrefour Market,17069,Grocery Store,114,"Calle Carrer de Sants, 303",614ca4a84009c33664c8489c909264f4
4,566c946f498e5c544997044a,Koyo,13276,Sushi Restaurant,164,"Calle Sants, 192",614ca4a84009c33664c8489c909264f4
5,537257ae498eb80d291fe87f,Mercat de Sants,17065,Farmers Market,309,"Calle Sant Jordi, 6",614ca4a84009c33664c8489c909264f4
6,537257ae498eb80d291fe87f,Mercat de Sants,17069,Grocery Store,309,"Calle Sant Jordi, 6",614ca4a84009c33664c8489c909264f4
7,55108225498ef1a8aee99ed2,Llet Crua,17061,Cheese Store,274,"Carrer de Càceres, 14",614ca4a84009c33664c8489c909264f4
8,55108225498ef1a8aee99ed2,Llet Crua,17068,Gourmet Store,274,"Carrer de Càceres, 14",614ca4a84009c33664c8489c909264f4
9,54901083498e690b2cf830ff,Pambolisucre,13034,Café,335,"Carrer de Sant Jordi, 9",614ca4a84009c33664c8489c909264f4
10,54901083498e690b2cf830ff,Pambolisucre,13048,Pie Shop,335,"Carrer de Sant Jordi, 9",614ca4a84009c33664c8489c909264f4
11,54901083498e690b2cf830ff,Pambolisucre,13065,Restaurant,335,"Carrer de Sant Jordi, 9",614ca4a84009c33664c8489c909264f4
12,4fd7a6bae4b0f620df0fc513,La Maison Belge Brasserie,13006,Beer Bar,365,"Rambla Brasil, 55",614ca4a84009c33664c8489c909264f4
13,4fd7a6bae4b0f620df0fc513,La Maison Belge Brasserie,13029,Brewery,365,"Rambla Brasil, 55",614ca4a84009c33664c8489c909264f4
14,4fd7a6bae4b0f620df0fc513,La Maison Belge Brasserie,13148,French Restaurant,365,"Rambla Brasil, 55",614ca4a84009c33664c8489c909264f4
15,5602a9d3498e24dd573b8f07,Questory,10003,Arcade,337,"Galileu, 158",614ca4a84009c33664c8489c909264f4
16,5602a9d3498e24dd573b8f07,Questory,10018,Gaming Cafe,337,"Galileu, 158",614ca4a84009c33664c8489c909264f4
17,4b96c2d4f964a520d1e234e3,Txalaparta,13338,Seafood Restaurant,321,"Calle Sants, 146-152",614ca4a84009c33664c8489c909264f4
18,4b96c2d4f964a520d1e234e3,Txalaparta,13347,Tapas Restaurant,321,"Calle Sants, 146-152",614ca4a84009c33664c8489c909264f4
19,4c112a74ce640f47131f3b52,Forn Baltà,13002,Bakery,407,"Sants, 119",614ca4a84009c33664c8489c909264f4
20,4c112a74ce640f47131f3b52,Forn Baltà,13039,Deli,407,"Sants, 119",614ca4a84009c33664c8489c909264f4
0,56c0600bcd10c0f8fd354239,Restaurante el Clot,13302,Mediterranean Restaurant,189,"Aragó, 600",de0e8ba6e1c44e2b7c452a639777e19a
1,4fb7dfdbe4b08d8adea28b8b,Bodega Sopena,13003,Bar,253,"Calle Clot, 55",de0e8ba6e1c44e2b7c452a639777e19a
2,4fb7dfdbe4b08d8adea28b8b,Bodega Sopena,13065,Restaurant,253,"Calle Clot, 55",de0e8ba6e1c44e2b7c452a639777e19a
3,4fb7dfdbe4b08d8adea28b8b,Bodega Sopena,13387,Winery,253,"Calle Clot, 55",de0e8ba6e1c44e2b7c452a639777e19a
4,4d510f454015b1f7f4416ccf,El Tall Ibèric,13065,Restaurant,188,"Valencia, 637",de0e8ba6e1c44e2b7c452a639777e19a
5,545fa6e8498e27385071710b,La Clotenca,13064,Pizzeria,265,"Calle Clot, 49",de0e8ba6e1c44e2b7c452a639777e19a
6,545fa6e8498e27385071710b,La Clotenca,13134,Comfort Food Restaurant,265,"Calle Clot, 49",de0e8ba6e1c44e2b7c452a639777e19a
7,545fa6e8498e27385071710b,La Clotenca,13145,Fast Food Restaurant,265,"Calle Clot, 49",de0e8ba6e1c44e2b7c452a639777e19a
8,58edc9729dc8d045dc7fa3f4,Nana Restaurante - Brasa,13026,BBQ Joint,277,"Plaça del Mercat, 20",de0e8ba6e1c44e2b7c452a639777e19a
9,58edc9729dc8d045dc7fa3f4,Nana Restaurante - Brasa,13345,Spanish Restaurant,277,"Plaça del Mercat, 20",de0e8ba6e1c44e2b7c452a639777e19a
10,4b641c1cf964a520869f2ae3,Parc del Clot,16032,Park,297,"Carrer Dels Escultores Claperos, s/n",de0e8ba6e1c44e2b7c452a639777e19a
11,58cd2d2ef16bb50837cbd14f,Tutu Vietnamese Cuisine,13379,Vietnamese Restaurant,336,"Carrer del Clot, 31",de0e8ba6e1c44e2b7c452a639777e19a
12,533d43e7498e096ef2d143cd,Can Pineda,13049,Diner,405,"Carrer de Sant Joan de Malta, 55",de0e8ba6e1c44e2b7c452a639777e19a
13,533d43e7498e096ef2d143cd,Can Pineda,13155,Catalan Restaurant,405,"Carrer de Sant Joan de Malta, 55",de0e8ba6e1c44e2b7c452a639777e19a
14,533d43e7498e096ef2d143cd,Can Pineda,13338,Seafood Restaurant,405,"Carrer de Sant Joan de Malta, 55",de0e8ba6e1c44e2b7c452a639777e19a
15,4c54817d30f92d7ff0c398ba,Pizza Luna,13064,Pizzeria,322,"Pasaje Puigmadrona, 18",de0e8ba6e1c44e2b7c452a639777e19a
