,empty_slots,free_bikes,station_id,latitude,longitude,station_name,poi_id,poi_name,review_count,rating,price,distance,full_address
71,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",P7Cloffa4aU62FzVr-tZNg,Egarri,10.0,3.5,€€,295.26808847494806,"['Passeig de Fabra i Puig, 159', '08016 Barcelona', 'Spain']"
72,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",b6CTrnhzquhrFoU7jF5emQ,Txapeldun,3.0,4.5,€€,295.26808847494806,"['Passeig de Fabra I Puig, 159', '08016 Barcelona', 'Spain']"
73,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",UdRmo2dstOYd29Ihs5vI8w,La Vermuteria de Sant Andreu,4.0,4.0,€€,328.38679670780573,"['Rambla de Fabra I Puig, 51', '08030 Barcelona', 'Spain']"
74,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",J1vHLZvSRfkNpy2x8OuVaQ,Torre Rosa,21.0,4.0,€€,901.8748407932486,"['Carrer de Francesc Tàrrega, 22', '08027 Barcelona', 'Spain']"
75,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",qN4roYYAOlFaJdMo5_oppQ,Several Cafè,9.0,4.5,€,620.2648671179555,"['Carrer Gran de Sant Andreu, 165', '08030 Barcelona', 'Spain']"
76,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",UJw30gn9Yf60a8gIyvFH-A,La Cholita,8.0,4.5,€€,523.005010911318,"['Carrer de Felip II, 244', '08016 Barcelona', 'Spain']"
77,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",uY7qDqn533Z0Rb3RMMBvmw,Restaurante Dopazo,4.0,4.5,,900.9544212078374,"['Calle Santa Coloma, 15', '08030 Barcelona', 'Spain']"
78,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",e6bRub-8J0j5PDm55UNASA,Toca Teca,3.0,4.5,€,792.3385607491314,"['Carrer Garcilaso, 172', '08027 Barcelona', 'Spain']"
79,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",oD9g3jw6UoebuiI3GtSGww,Tasca I Vins,10.0,4.0,€,556.7387691553521,"['Calle Cardenal Tedeschini, 32', '08027 Barcelona', 'Spain']"
80,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",uXm4R6Waztb6KiZKrc4LIQ,Marc's,6.0,4.0,€,919.4572855564016,"['Passeig de Maragall, 140', '08027 Barcelona', 'Spain']"
